startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,prolific_pid,jobsatisfacton_job,writingtasks_job,usedgpt_job,whatused_for_job,usefulness_job,chatgpt_wtp_job,usedgpt_whynot_job,usedgpt_whynot_job_4_text,why_notuseful
2023-02-18 16:38:51,2023-02-18 16:41:42,0,100,171,1,2023-02-18 16:41:43,R_phesv7MtgK1LUhH,*******,anonymous,EN,b71966b20508041b3a804b872df8f63e28cac10f260ab24591c744efccca84f0,7,I write economic forecasts and analysis.,2,,,,4,I have used it to help correct existing code but mot in the last week.,
2023-02-27 09:52:52,2023-02-27 09:55:34,0,100,162,1,2023-02-27 09:55:35,R_1H5eq5fui9n5pMR,*******,anonymous,EN,c66ed9f333aed70682d43cf25be5929393fdda7ed4bd54ee8ffd314374c68600,7,I write reports for the government including summarizing medical evidence to help with decision-making,1,I have asked chatgpt if certain information exists on a couple occasions. ,2,2,,,
2023-02-16 11:19:15,2023-02-16 11:28:13,0,100,538,1,2023-02-16 11:28:13,R_21B3bJXXsxpp3hz,*******,anonymous,EN,a7ea99a57fae2856cfbe787c56112fce6e5ecb5922587ca4dea3480be0e54eff,6,marketting,1,Basically for communication ,3,10,,,
2023-02-24 10:41:17,2023-02-24 10:42:31,0,100,73,1,2023-02-24 10:42:32,R_1hEVkHUaLvGlFJr,*******,anonymous,EN,c96a2013efd2138eacb765a0f613b594c8876698fe501a7a6b43e62c516a1867,9,Data analysis reports and marketing stategy outlines,2,,,,2,,
2023-02-28 17:50:37,2023-02-28 17:54:02,0,100,205,1,2023-02-28 17:54:03,R_yK47jNS2zapVUhX,*******,anonymous,EN,3b7fdc8f3d2efe7b443d4ebc002cf7f99ff3e7906060e76900fbddd1868b8574,10,i pile up company revenue and draw up charts concerning the company's progress in the stock market. i also do the company's logistics and return data on our products and projects.,2,,,,1,,because the mathematical inputs are a tedious and also i wouldn't want to share company files to some outside source 
2023-02-15 11:49:16,2023-02-15 11:51:20,0,100,123,1,2023-02-15 11:51:21,R_3CVMryPyAPM4Guq,*******,anonymous,EN,79bbe3f828b51b4ee4904bbe5a542b34106a6e5559aaa94f75de35262e94bce6,5,I have very little writing that I need to do for my job.  It's mostly responding to emails about availability and making paper invoices of work done on site.,2,,,,1,,"My job doesn't require a lot of creative writing and brainstorming, which is what I find ChatGPT excels at."
2023-02-15 11:51:38,2023-02-15 11:53:12,0,100,94,1,2023-02-15 11:53:13,R_3EzNfBE27ttRu8w,*******,anonymous,EN,d56a3bd4a4956615cf93695292f6b9db165735eae6e53c2038dc1d56f062e14a,9,I'm sending and receiving emails half the day. The other half I'm on zoom calls,2,,,,1,,because I'm on zoom half the time the other half I'm sending emails
2023-02-12 12:48:59,2023-02-12 12:59:35,0,100,635,1,2023-02-12 12:59:35,R_4163Xu1VVJWqXrr,*******,anonymous,EN,656db95331d4821ff09ced8b0ad578419e23b5553db0c6289f1ccc84dde2e0d2,10,"writing tasks involve in my work includes: Sales proposals and presentations: Writing proposals to potential clients to persuade them to purchase a product or service. This may also involve creating presentations to support the proposal. Email and letter writing: Writing emails and letters to clients to follow up on sales leads, provide information about products and services, and address any questions or concerns. Product descriptions: Writing clear and concise descriptions of products and services to be used in proposals, on websites, or in promotional materials. Case studies and success stories: Creating written case studies that highlight successful sales outcomes and demonstrate the effectiveness of a company's products or services. Sales reports: Preparing reports that track sales performance, identify trends, and provide information to management. Marketing copy: Writing copy for marketing materials, such as brochures, flyers, and advertisements, to promote a company's products or services.",2,,,,4,yet to use it ,
2023-02-17 17:21:46,2023-02-17 17:26:47,0,100,300,1,2023-02-17 17:26:48,R_OHd8SqgL71PENb3,*******,anonymous,EN,d97cbd29d54f96708a0f75f502cea7c9f41ec64b3f1be4fd0b3e6320b7ab0379,10,"Sales proposals: These are documents that provide a detailed description of a product or service being offered, along with the pricing and other relevant information. Sales proposals aim to convince the potential buyer that the product or service is the best solution for their needs. Sales emails: These are written messages sent to potential or existing customers to introduce a new product or service, follow up on a previous interaction, or offer a special promotion or deal. Sales reports: These are documents that provide a comprehensive analysis of sales data, such as revenue, profit, and customer acquisition. Sales reports help the sales team to identify trends, set goals, and make strategic decisions.",1,"Answering questions, translation, Generating text",5,3,,,
2023-03-08 10:02:36,2023-03-08 10:03:33,0,100,57,1,2023-03-08 10:03:34,R_333hxawPSZ7uWzz,*******,anonymous,EN,c7d16a31971f80b5d84f302aa61449ef97bc3acea5fcea00597de50839639b0c,3,"White papers, summaries, customer documents",2,,,,4,I enjoy writing my own materials,
2023-02-11 09:54:19,2023-02-11 09:55:39,0,100,79,1,2023-02-11 09:55:39,R_1r8pBQ8B3YJbNu4,*******,anonymous,EN,f42e0c7cfab2f5c56c238b39e4cfcb86513a9f2b0bf66c33d827a154f52ef610,7,"composing emails, reports, and short articles. ",2,,,,5,,
2023-02-26 21:12:16,2023-02-26 21:12:59,0,100,43,1,2023-02-26 21:13:00,R_214FMcu7SSRVZjU,*******,anonymous,EN,eb79147793000233af371448e973700a7a35722d90715e63a5d5e8013ad4e277,9,"mostly emails, occasional presentations",2,,,,4,No reason to,
2023-03-10 03:41:03,2023-03-10 03:47:13,0,100,369,1,2023-03-10 03:47:13,R_soQncuApxmiCHVn,*******,anonymous,EN,3318bec31a04666a7ebcd39f1eebf07ee6ef600b6d932e15a9b5ff1fbf8790ae,8,scientific and technical services ,1,scientific and technical services ,4,5,,,
2023-02-10 12:27:36,2023-02-10 12:30:03,0,100,147,1,2023-02-10 12:30:04,R_3h3CAB53KsjSBrC,*******,anonymous,EN,67b63a4921d438ccdf37141132c1e71b3ecd602b0ec977389c6de98b05201590,9,I write reports and make audits and accounts. Sometimes I write minutes and departmental blogs,2,,,,4,I did not have tasks requiring it,
2023-02-23 16:08:02,2023-02-23 16:09:25,0,100,83,1,2023-02-23 16:09:25,R_DN35RFtmijo5MKB,*******,anonymous,EN,054493f23b80048a8f8e2845a4f35ee9948c71043be8642165d37dd6bb80ce59,10,Project proposals Team analysis Projects analysis,2,,,,2,,
2023-02-15 11:55:08,2023-02-15 11:56:59,0,100,111,1,2023-02-15 11:57:00,R_12JuhaqsWdg5Mzo,*******,anonymous,EN,be74334e68166a90cae29945b25e3ca1040a6f4b5198f45da76fb327212bcc72,2,"I write news releases about medical research for distribution to reporters and the public, and I write for in-house publications, also about research. I also sometimes write institutional releases, such as when a new CEO is appointed.",2,,,,3,,
2023-03-02 02:45:11,2023-03-02 02:46:41,0,100,89,1,2023-03-02 02:46:41,R_1C3lwTI4SIDwzHw,*******,anonymous,EN,abcd28e126a888adee8813448e2ac39a3e5e697e6f9d8ea14c3f68e7f4e15ceb,8,Writing reports.,1,I used ChatGPT for brainstorming and writing financial reports.,5,25,,,
2023-03-02 02:48:56,2023-03-02 02:51:22,0,100,145,1,2023-03-02 02:51:22,R_3O8GfPjQzyInjbN,*******,anonymous,EN,f67f69c86bfff631f900e0957dfa288cfa526e5e100a937375f7961b5e5c4d5e,9,I write programs,1,I use chatgpt to brainstorm and get a general idea on how to write a program.,5,30,,,
2023-02-23 18:02:59,2023-02-23 18:04:54,0,100,115,1,2023-02-23 18:04:54,R_1nZaQsPXV9i9M9w,*******,anonymous,EN,062bed32cd29f55c16d0d8b0d8874de7f913222543eac8c49a34dd5012df59f4,5,"Mostly drafting emails to members of my team or clients; drafting content for marketing promos, etc.",2,,,,5,,
2023-02-15 12:33:46,2023-02-15 12:36:59,0,100,193,1,2023-02-15 12:37:00,R_2TUi3KZYZhNJzCe,*******,anonymous,EN,2c05c0844d90637a0fb313f49a5cefa114710a3eb3d2e3d932765e58075e1f6e,8,"I must write lesson plans, final evaluation results, end-program reviews, and reports.",2,,,,1,,I have to deal with my own specific data and information related to the class I teach.
2023-02-23 16:04:37,2023-02-23 16:06:18,0,100,100,1,2023-02-23 16:06:19,R_vrCHpxREMAhYQNz,*******,anonymous,EN,cf80e89612536068c0fc5145c8318e78aafbd8ac4ceb22fffbdf8030bafbd9d1,10,I write descriptions using SEO keywords to help both lead potential customers to our products and to write material that sells the product.,2,,,,5,,
2023-04-05 14:47:03,2023-04-05 14:48:04,0,100,61,1,2023-04-05 14:48:05,R_3fK975s7S3qmvqW,*******,anonymous,EN,1838059a1b9dfd535a6a06eef85aac50ea221f2f92521460dee6d906381f2543,5,i write lots of customer service emails,1,rewriting emails to be more personable; writing employee reviews,5,2,,,
2023-02-25 12:40:12,2023-02-25 12:44:10,0,100,237,1,2023-02-25 12:44:10,R_1jCgOtQNoHBN0i8,*******,anonymous,EN,529cbed1bc6ea8fcf2d59a61ee2a24be7ab91ff2eab57d2191d8a30a22cbd0d1,7,None,2,,,,1,,I don't do writing tasks
2023-03-03 16:30:17,2023-03-03 16:32:07,0,100,110,1,2023-03-03 16:32:08,R_2AZN0kImazKWOts,*******,anonymous,EN,236b5040c6b6d2aa1cefe2a12c8cc25c275f0ae594cf5f398dfbadd0bbc1808b,10,"Drafting policy, posting all staff information, developing post-orientation documents",1,Summarizing information,5,5,,,
2023-02-19 14:49:06,2023-02-19 15:01:01,0,100,714,1,2023-02-19 15:01:02,R_3nuW8DlW5jz8xXy,*******,anonymous,EN,8f906fe13b3a4168a0da18d8c45968e0bff4fe333a95b9f48024700b7a1083b7,9,"some of the writing task i do daily are preparing press releases, creating advertising copy, crafting effective marketing messages, proofreading and editing marketing materials, and for monitoring the performance of marketing campaigns.",2,,,,4,dont really depend on it,
2023-02-18 23:08:15,2023-02-18 23:09:57,0,100,102,1,2023-02-18 23:09:58,R_10qkuSvLzBrR4X0,*******,anonymous,EN,14e539841f701bb671d760a0d22f20607a36dbfb4d708a675dc636e376e36214,8,"I worked as the head of operations in my place of work, in charge of machines and duties of workers as a whole",2,,,,3,,
2023-02-15 13:46:43,2023-02-15 13:48:17,0,100,93,1,2023-02-15 13:48:18,R_3IbjW06uLzdJFiW,*******,anonymous,EN,f384a2ca2a66aaf73be19763d87297b01da497e7a952e4b73d398014bfcc0d51,7,Explain data analyses and financial strategies to others,2,,,,1,,The information is too specialized for the types of results in would produce.
2023-02-15 06:22:47,2023-02-15 06:23:32,0,100,44,1,2023-02-15 06:23:33,R_ykAJUEp3jiUHPLH,*******,anonymous,EN,cf4641349653dd1dc4bb9f7d4520fcced6616b86ffed36f266a7d5500ae7bd7f,8,Writing reports.,1,I use it to analyze data and write reports.,5,15,,,
2023-03-02 03:06:54,2023-03-02 03:07:55,0,100,61,1,2023-03-02 03:07:56,R_1CHmh9tozmTNt1d,*******,anonymous,EN,a823287d13b1f316ed016b705d4414b8d338a09f4f6da1436c15957cac44239c,8,I write reports,1,I use chatGPT to easily write financial reports.,5,15,,,
2023-02-26 12:37:45,2023-02-26 12:38:53,0,100,68,1,2023-02-26 12:38:54,R_3HRLXpkWJVbAecp,*******,anonymous,EN,e6e0f793c90eb5c98751cd0f676d7f935e0f9c6c982c85d4d2296c586f02b2cf,7,At my job I write job descriptions and job postings.  I also write a lot of emails and some reports.,2,,,,3,,
2023-02-16 08:40:51,2023-02-16 08:43:49,0,100,177,1,2023-02-16 08:43:49,R_1FE8ScNAo82CSTG,*******,anonymous,EN,9510de57ebfd33d3483cff6004c3ce164c96dfdc5ae78ebb9bb7d19cb5e1b34e,4,"Emails, both individually and to large audiences, reports, and presentations. ",2,,,,4,"I use it, just not in the last week. ",
2023-02-15 12:02:40,2023-02-15 12:03:21,0,100,40,1,2023-02-15 12:03:22,R_WBbRKpgOBoj7Grn,*******,anonymous,EN,118a0f9a5b0264a464e44f8f7c1ad39ddf24aebc5ecefaf0854408e123619ed1,9,"Writing email responses,  playbooks, procedures. ",2,,,,2,,
2023-02-17 06:26:40,2023-02-17 06:27:30,0,100,50,1,2023-02-17 06:27:31,R_3HtRd3YJFJAh1Si,*******,anonymous,EN,50c67874ba7022aa9b6e4ded6e25a1904d08ec9f82824fd61fa51ab04f4f051b,6,"I write a lot of content for social media, so captions and descriptions. I also write blog articles for our website. Otherwise, everything else is contract writing.",1,I have used it a few times for inspiration on social media captions.,5,5,,,
2023-02-25 10:21:37,2023-02-25 10:22:57,0,100,79,1,2023-02-25 10:22:57,R_BtEo2bF1p8uNaSJ,*******,anonymous,EN,542b3b3b75a067f2a930f419244caeb4009ff27311f722adb078f63978ecc75a,8,"Communications with customers- letter, emails, etc.",2,,,,1,,I mail out letters annually.
2023-03-02 08:20:38,2023-03-02 08:30:42,0,100,604,1,2023-03-02 08:30:43,R_11gT5M4eNWx4H8H,*******,anonymous,EN,28a0cfcdc08ad13726a7afad63f8ca8aaea99b913b384d8ad37d04b1d8e4f931,7,a person who is qualified to design buildings and to plan and supervise their construction. ,1, buildings and supervising their construction. ,4,2,,,
2023-02-18 13:28:01,2023-02-18 13:30:08,0,100,126,1,2023-02-18 13:30:08,R_248XkFNBD5r9jkM,*******,anonymous,EN,3878c0b2e173ce79e494544c17935056756170ccea7c784aa994d4178fe11cdf,7,"I frequently write scientific manuscripts for publication, grant proposals, and e-mails. ",1,I mainly was just testing out how useful it could be for brainstorming on different analytic techniques that could be used,2,15,,,
2023-03-02 03:44:23,2023-03-02 03:46:03,0,100,99,1,2023-03-02 03:46:03,R_ZgUIsoYO0dMaRj3,*******,anonymous,EN,c6b4f7b95d589dfbcd89c763b8ab3a2802ddf8c57679affa7fc4947438e870a6,8,Writing articles.,1,I use chatGPT to brainstorm ideas for articles.,5,10,,,
2023-02-15 12:03:28,2023-02-15 12:08:46,0,100,317,1,2023-02-15 12:08:46,R_2BkXH8Uk3QbyGmK,*******,anonymous,EN,fe0c9fb2868c79ab92ce9837e3924b356ccf1419a9699538e36f1c4193feda3e,7,A typical day for me is checking in with all my employees and see how their day would be ran and what they need to do for the day. I then attain to my work for the day responding back daily with those whom are managing other facilities and and just running around for the rest of the day checking on other departments fulfilling orders or whatever else needs to be done. I also check on patients half the time and mingling in and out of their rooms getting to see daily people and also introducing myself to the new patients and family that may have arrived at the facility that day. Also from time to time hop on the go karts to drive from building to building socializing with the other patients on the other side ,2,,,,1,,I don't have a lot of writing task that I would need to type a lot or would need or want helping writing out long list of things. A lot of the things I write out or think of I don't mind doing and isn't a tedious job for me to handle to where I think I would need help doing.
2023-02-23 16:40:33,2023-02-23 16:42:08,0,100,95,1,2023-02-23 16:42:09,R_1ozfbckiKhuD6VZ,*******,anonymous,EN,61fae1406b73caab3eb7d897b2518992aa68f2d97379f20d6acce3f5adda9d11,8,Proposals and writeups for companies,2,,,,3,,
2023-02-15 11:49:45,2023-02-15 11:52:00,0,100,134,1,2023-02-15 11:52:00,R_1Henqkkf4Zbfrqx,*******,anonymous,EN,31c46d3bebe2c40aa706e39c7d512d95974ebbbb88d6bc1b03999fe46a8313f5,8,"I write reports analyzing potential projects for capital investment. In addition, I write variance explanations for our financial statements.  I write more routine business items like e-mails and memos. ",1,I use ChatGPT for research and first drafts.,3,10,,,
2023-02-27 06:49:58,2023-02-27 06:57:05,0,100,426,1,2023-02-27 06:57:05,R_p6ljadBinTtqOfT,*******,anonymous,EN,a5d39b3d70f6b299b0e71ba3912f4174ebc8819bc0f8e368def8313b159b816a,9,"Developing educational materials, such as brochures, handouts, and presentations, to help people understand health-related topics Writing reports and white papers that summarize research on health-related issues Creating training materials for healthcare providers, such as protocols, guidelines, and manuals",1,For research purposes and other few tasks,4,20,,,
2023-02-27 12:11:15,2023-02-27 12:21:21,0,100,606,1,2023-02-27 12:21:23,R_3DvFlOsFqmHQuYl,*******,anonymous,EN,ee13ee3ccb3666c083b24f01610eae36cf6ed1a1e3c1444fc36e885367d954ee,9,"I write reports to summarize their research findings or provide client recommendations. Also, write proposals to pitch their services to potential clients or respond to proposal requests.",1,for research purposes and work related tasks,4,20,,,
2023-02-10 12:30:44,2023-02-10 12:31:17,0,100,32,1,2023-02-10 12:31:18,R_3Ok120mmWSNYluD,*******,anonymous,EN,267f1db074bbaac0aae0f8941a61bb51df52b0b26f80270b8072119dfd19b262,8,I teach students and set up lesson plans ,2,,,,2,,
2023-02-18 07:49:00,2023-02-18 07:51:46,0,100,165,1,2023-02-18 07:51:47,R_1IQbG3xzqz6dDsm,*******,anonymous,EN,d7832850b28462552c235109fac3ca2c7729ec9bfb1c299df777c7dcc10d6137,5,"article writing, editing, copywriting, letter writing",1,"creating outlines and bullet lists, brainstorming topics, getting related topics ",3,3,,,
2023-03-05 07:06:35,2023-03-05 07:07:56,0,100,80,1,2023-03-05 07:07:56,R_3JaBzZcZV1Tpawk,*******,anonymous,EN,b226bed67f3f59688ca8e3d3b648f7f0cfaedc0ada36ce2b636ec7766a2f4f76,8,Proforma invoices. Meeting agendas. Project process outlines,2,,,,3,,
2023-02-23 16:33:39,2023-02-23 16:34:41,0,100,61,1,2023-02-23 16:34:42,R_VKnc2qgQg6jx8VH,*******,anonymous,EN,80bdc6e33675137f4bd073efb73c916f23e2c1fa4ba0fc1b80d97f0ed847e0fb,3,I mostly do editing of other peoples' work.,2,,,,1,,"I guess it's more that i don't trust it, than it's not useful. I don't consider it useful to me personally."
2023-02-23 15:31:04,2023-02-23 15:33:09,0,100,125,1,2023-02-23 15:33:10,R_1otHgOojICGcO00,*******,anonymous,EN,0bc954c4681593358f211a91a0e51ccfec47a0c358ff612ea5dcd3f0a7dba1bb,4,I write installation summaries detailing our successes on job sites ,1,They proof read and edit my emails ,4,10,,,
2023-02-16 13:43:32,2023-02-16 13:44:43,0,100,71,1,2023-02-16 13:44:44,R_22GkDwgMOWH9R41,*******,anonymous,EN,a298493d6c52e61061642c23f2131e1a74c30a81d809b1e23926ac5014a12ce6,8,"emails, project presentations, white papers, PR media",2,,,,1,,It needs a more personal touch using information I have gained in my project mamangement
2023-02-26 13:31:26,2023-02-26 13:34:41,0,100,194,1,2023-02-26 13:34:41,R_12x94IFjQdoUmAV,*******,anonymous,EN,5b6f1b58eae38d303da2884a0300a2dac614c509e8d4f5ba1a79aa12fbe52251,8,Writing to the work platform on any information that needs to reach other subordinates.,2,,,,3,,
2023-02-11 11:10:54,2023-02-11 11:13:35,0,100,160,1,2023-02-11 11:13:35,R_20Y7ekIxkPxGbBN,*******,anonymous,EN,16f260a764c51174120f5548a65bc6f9ae09af398e8926cc288fabb3f70b679d,7,I typically write how-to emails. I describe how to use software so I can help sales reps be more effective. My writing is usually accompanied by screenshots for more detail. ,2,,,,1,,The stuff I write is highly unique and specific so I don't think ChatGPT could provide those instructions. I'll will try in the future but I'm positive it'll be wrong
2023-02-26 11:22:19,2023-02-26 11:23:22,0,100,62,1,2023-02-26 11:23:22,R_31uRM1uq3DB7iJK,*******,anonymous,EN,0091af143849d9b6fb0d40341fc0c9aeaf65ea52d89377571b0579864d0b507e,10,I write short notes to clients about the activities of their pets,2,,,,4,Not sure it would work for what I need,
2023-02-23 17:20:03,2023-02-23 17:20:46,0,100,42,1,2023-02-23 17:20:46,R_2AMyWCaqufXOkzc,*******,anonymous,EN,d674bfc32f3efaea8a60751c4163a7ba01159a0d56b4366e5442a70e90cea41b,4,"I wrote documentation for software engineers to follow developing code, and I also write customer-facing documentation that helps them utilize our products.",2,,,,5,,
2023-02-23 16:47:32,2023-02-23 16:49:25,0,100,113,1,2023-02-23 16:49:25,R_2S8Hxae9UalRG0D,*******,anonymous,EN,83dd905e5d513f3cf614954264e1028de9fad8e2fd4cd3d0cba20b07df169078,6,"write emails, protocols, procedures, disciplinary action forms, employee assessment",2,,,,3,,
2023-02-24 12:20:16,2023-02-24 12:22:06,0,100,109,1,2023-02-24 12:22:06,R_3MAqDH50myMLLUn,*******,anonymous,EN,8ebaf9e8715b64d804cfe4f9202cb9fdd3039965e16e91daaf4facc1cb7cd5a0,8,"I write down what my consumers do daily as far as taking care of themselves, recording progress on their goals, and the medications that they take. ",2,,,,1,,I have to write specific things pertaining to my individuals so I don’t think it would be useful for me 
2023-02-15 12:29:32,2023-02-15 12:30:50,0,100,77,1,2023-02-15 12:30:51,R_3PQZ81k1GHRl9ko,*******,anonymous,EN,8587c8f8852a5a5e427383cf0db1c7d3967e013bea3b6a3e99691814dddb52f6,5,I write reviews for different social media content. ,2,,,,1,,My job requires my own personal opinions. 
2023-02-20 05:53:03,2023-02-20 05:54:38,0,100,95,1,2023-02-20 05:54:38,R_3Lih81wVHsPQq3k,*******,anonymous,EN,e29d53acc159184c710920e0b345c51537fd949475f000da690f1a8f643c1957,8,Writing management policy. Writing educational material for children or stakeholders.,2,,,,1,,"Writing usually requires high amounts of research, proper citation of sources, and drawing inferences and conclusions from available data."
2023-03-28 12:42:45,2023-03-28 12:46:15,0,100,209,1,2023-03-28 12:46:15,R_32QrlWqMiETC75c,*******,anonymous,EN,213f0a70c5629fe9ef1032c41c0333210e29387d07542cceec7a98d370eb97b4,6,"I write proposals, put together PowerPoint presentations, and write emails. ",1,I was stuck on how to word a proposal correctly that contained highly complex jargon. I wanted to see a sample and asked ChatGPT to write me one. It was an alright example and I sampled some of the suggestions listed. ,2,15,,,
2023-02-16 07:48:01,2023-02-16 07:49:34,0,100,92,1,2023-02-16 07:49:34,R_2uIqAFfVE91hWIL,*******,anonymous,EN,568a11f65c13bcfb3049a904d27091c5efc538153bf9b4380e63c48452f9198c,9,I do writeups of client needs and desires. I keep notes of interactions and transactions with clients. I have to do writeups for social media marketing.,1,I will generally ask it questions about what I should write for a social media marketing campaign or post.,4,10,,,
2023-02-13 14:54:04,2023-02-13 14:55:33,0,100,88,1,2023-02-13 14:55:33,R_2DOVN2l0RtEFHld,*******,anonymous,EN,5a642f6fa56d7f756d9a18c420de68ac4e402a158b397597636da9741fa73007,8,"Writing out requirements for tests I run, writing slack messages, writing emails",2,,,,1,,"My writing tasks are very specific to my company, so I wouldn't think that ChatGPT would be useful for it. Also, my writing tasks are not so extensive that they require ChatGPT, in my opinion"
2023-03-02 10:04:43,2023-03-02 10:07:45,0,100,182,1,2023-03-02 10:07:46,R_3kv87AukBs2KKfU,*******,anonymous,EN,a5d94465ea080baf446a3052ac976e6736f68610cbecae610be4fcd88d361a05,9,"I do much but not many. I read and edit writings from other colleagues. I make writings on work proposals, writing to out work and team platform to keep workers updated. ",2,,,,3,,
2023-02-20 09:26:39,2023-02-20 09:27:53,0,100,74,1,2023-02-20 09:27:54,R_3J2yIFmngdg47OH,*******,anonymous,EN,0119c04f16605c1651b00fd8530fb3b394ffa42d18ab51b65a9fac69e97177cf,8,I write articles for a few different web-based publications.,2,,,,3,,
2023-02-15 11:50:55,2023-02-15 11:52:05,0,100,70,1,2023-02-15 11:52:06,R_32PBnXNGFI7Qhu2,*******,anonymous,EN,676ddf1684d5df837608cd4e4523730a9e53b00ea32d0695214ac0e32a128727,10,"As far as writing, I handle a weekly blog post about dental staffing/dental professionals.  It rotates areas of focus every week and highlights common challenges and how to overcome them.",2,,,,3,,
2023-02-26 08:23:20,2023-02-26 08:26:55,0,100,215,1,2023-02-26 08:26:56,R_1FhvalnbnihQehY,*******,anonymous,EN,20035062d2ac96c64eb6275629d7c909576e7f43d7f1f58bae96ae7793e15fa8,8,"Typically writing emails, making presentations and documenting the projects. Majority of the time is spent on development and then documenting the notes of development steps",2,,,,2,,
2023-03-06 10:36:34,2023-03-06 10:37:10,0,100,35,1,2023-03-06 10:37:10,R_tSfxRvnuZ094oil,*******,anonymous,EN,88f62446dd1c29b4b76fd4c6fb8e5d09882eca2f279bb273b19d6981a7e36cb3,9,Conducting research into alternative fuel sources. ,2,,,,1,,"I don't write that much, and when I do it's on novel concepts. "
2023-02-23 15:47:34,2023-02-23 15:49:51,0,100,136,1,2023-02-23 15:49:52,R_ThirtJ7DAk4Oc6J,*******,anonymous,EN,f746483a70339b48c13ece7953a3417d82eddd68e094a8f104c6cd8418e50c2f,7,"I write emails to clients and trucks, since I am Team Lead I also write the templates for other people to follow in their workflow",1,I will usually use it to help me brainstorm responses to disgruntled clients,3,5,,,
2023-02-12 09:47:06,2023-02-12 09:48:58,0,100,111,1,2023-02-12 09:48:58,R_1gBGxYNEYf1Zjtt,*******,anonymous,EN,cb2c8258e69900f32d39c22bbb23e03db22229b5b052565fb5b688a32ee2cdad,9,"I write emails, articles, quick reference guides, MS Teams posts, and release notes",2,,,,1,,"Becasue i am a human who writes things relevant to my job. I earn my money, I don't outsource to a machine that doesn't understand nuance. Why should I lose my job to an AI?"
2023-02-28 09:09:55,2023-02-28 09:16:57,0,100,421,1,2023-02-28 09:16:58,R_1geEjqkTmrKUfYi,*******,anonymous,EN,1927d596d83ef4ff140f896030f886d83776d8cbac48c975afe5d0d1480c863c,7,Executive reviews for senior management. How x product is performing and forecast trends. Project performance. ,2,,,,1,,Can’t feed it relevant data to make informed responses
2023-02-23 15:34:56,2023-02-23 15:35:58,0,100,61,1,2023-02-23 15:35:58,R_2ci5kcVQ3lt9kUe,*******,anonymous,EN,a22421ca1d33f09886e54f94f059578a3eb7ed880c016fa8df6ed13d7fb3c308,8,In a typical day I am a manager who manages a team of 12 to 20 people in a manufacturing environment on the factory line.,2,,,,3,,
2023-02-28 07:12:24,2023-02-28 07:14:51,0,100,146,1,2023-02-28 07:14:51,R_1IxS0krKaK6UVym,*******,anonymous,EN,a2e2f21dd0a3486bb585f0abc3ea160105cb932c28adbac3e73f9ce9bc927040,7,"1)  The most common writing task is to compose emails to employees about their compensation and payroll matters.  2)  Next is the need to compose letters to various stakeholders whether it be employees, deduction vendors, etc. about their interaction with our department and organization.  3)  Lastly, I compose documentation and presentation material that is used for training purposes, primarily around payroll onboarding tasks.  ",2,,,,3,,
2023-02-24 14:33:37,2023-02-24 14:34:36,0,100,59,1,2023-02-24 14:34:37,R_3r0QhzTP27XP7xz,*******,anonymous,EN,2567d748778a84374236389f8069507a9cd3bd54cdf51384680d6b4f8b58569b,3,Replying to email. Drafting notices to send to staff. ,2,,,,3,,
2023-02-12 10:13:21,2023-02-12 10:14:58,0,100,97,1,2023-02-12 10:14:58,R_3EL8f76h0maOoZc,*******,anonymous,EN,6571c0e4d3ceed33fbdfe88b6a3587b209abe7f04a6a0b4cff32c10eb825455b,4,I produce marketing copy and product descriptions for online sales and catalogs.,2,,,,1,,The product descriptions that I write are very specific to our industry and items.
2023-04-01 11:57:54,2023-04-01 11:58:42,0,100,47,1,2023-04-01 11:58:42,R_2EsOkqvXUYzKBhw,*******,anonymous,EN,7d93ca61228c3faf7094fb3019ffbf5ffbf497847aa4195ea71d9be35dbdc6ac,9,"Proposals, strategy documents",2,,,,4,Didn't have a need this week,
2023-02-15 12:14:07,2023-02-15 12:15:32,0,100,85,1,2023-02-15 12:15:34,R_2OJ5gcKKRzl4CNg,*******,anonymous,EN,ad3f4cd6a3b1e3afbd54f5fceabd3d284cfd4ef2be3f884c974eb3318c115bae,8,Record daily sales report from our sales personnel.,2,,,,3,,
2023-02-23 20:04:42,2023-02-23 20:06:58,0,100,135,1,2023-02-23 20:06:58,R_27D3wHrWjuEVI8t,*******,anonymous,EN,bb1987df015691a04a8976d6292a89bba7b07b4c8569a96260b4d0831e04f71b,6,"My wring task are mostly about weekly and monthly reports I present to my boss based on activities we undertook within the month, and sometimes to I write minutes after every meeting.",2,,,,2,,
2023-03-11 07:49:45,2023-03-11 07:51:44,0,100,118,1,2023-03-11 07:51:44,R_3dEAnknEjJWyACG,*******,anonymous,EN,256c77426a5d4e4a417a0617b318ae48f28ec6aee870100d6f411dcda4183703,10,Report task,1,Editing and correction,2,20,,,
2023-02-23 15:31:32,2023-02-23 15:32:31,0,100,58,1,2023-02-23 15:32:31,R_2CVp7vdsVWOpWH5,*******,anonymous,EN,a8ca3672fc42c7394b566b0957c4f81adc9c820873ac472a9ecd43f98a3a1035,5,I draft emails and create letters that go out to our customers.,2,,,,1,,"They tend to be simple, so I don't need ChatGPT to do that for me."
